code,term
J988,"Other specified respiratory disorders"
J99,"Respiratory disorders in diseases classified elsewhere"
K000,"Anodontia"
K001,"Supernumerary teeth"
K002,"Abnormalities of size and form of teeth"
K003,"Mottled teeth"
K004,"Disturbances in tooth formation"
K006,"Disturbances in tooth eruption"
K007,"Teething syndrome"
K008,"Other disorders of tooth development"
K010,"Embedded teeth"
K011,"Impacted teeth"
K023,"Arrested dental caries"
K0251,"Dental caries on pit and fissure surface limited to enamel"
K0252,"Dental caries on pit and fissure surface penetrating into dentin"
K0253,"Dental caries on pit and fissure surface penetrating into pulp"
K0261,"Dental caries on smooth surface limited to enamel"
K0262,"Dental caries on smooth surface penetrating into dentin"
K0263,"Dental caries on smooth surface penetrating into pulp"
K027,"Dental root caries"
K030,"Excessive attrition of teeth"
K031,"Abrasion of teeth"
K032,"Erosion of teeth"
K033,"Pathological resorption of teeth"
K034,"Hypercementosis"
K035,"Ankylosis of teeth"
K036,"Deposits [accretions] on teeth"
K037,"Posteruptive color changes of dental hard tissues"
K0381,"Cracked tooth"
K0389,"Other specified diseases of hard tissues of teeth"
K0401,"Reversible pulpitis"
K0402,"Irreversible pulpitis"
K041,"Necrosis of pulp"
K042,"Pulp degeneration"
K043,"Abnormal hard tissue formation in pulp"
K044,"Acute apical periodontitis of pulpal origin"
K045,"Chronic apical periodontitis"
K046,"Periapical abscess with sinus"
K047,"Periapical abscess without sinus"
K048,"Radicular cyst"
K0490,"Unspecified diseases of pulp and periapical tissues"
K0499,"Other diseases of pulp and periapical tissues"
K054,"Periodontosis"
K055,"Other periodontal diseases"
K061,"Gingival enlargement"
K062,"Gingival and edentulous alveolar ridge lesions associated with trauma"
K063,"Horizontal alveolar bone loss"
K068,"Other specified disorders of gingiva and edentulous alveolar ridge"
K080,"Exfoliation of teeth due to systemic causes"
K0820,"Unspecified atrophy of edentulous alveolar ridge"
K0821,"Minimal atrophy of the mandible"
K0822,"Moderate atrophy of the mandible"
K0823,"Severe atrophy of the mandible"
K0824,"Minimal atrophy of maxilla"
K0825,"Moderate atrophy of the maxilla"
K0826,"Severe atrophy of the maxilla"
K083,"Retained dental root"
K0851,"Open restoration margins of tooth"
K0852,"Unrepairable overhanging of dental restorative materials"
K08530,"Fractured dental restorative material without loss of material"
K08531,"Fractured dental restorative material with loss of material"
K0854,"Contour of existing restoration of tooth biologically incompatible with oral health"
K0855,"Allergy to existing dental restorative material"
K0856,"Poor aesthetic of existing restoration of tooth"
K0859,"Other unsatisfactory restoration of tooth"
K0881,"Primary occlusal trauma"
K0882,"Secondary occlusal trauma"
K0889,"Other specified disorders of teeth and supporting structures"
K090,"Developmental odontogenic cysts"
K091,"Developmental (nonodontogenic) cysts of oral region"
K110,"Atrophy of salivary gland"
K111,"Hypertrophy of salivary gland"
K1121,"Acute sialoadenitis"
K1122,"Acute recurrent sialoadenitis"
K1123,"Chronic sialoadenitis"
K113,"Abscess of salivary gland"
K114,"Fistula of salivary gland"
K115,"Sialolithiasis"
K116,"Mucocele of salivary gland"
K117,"Disturbances of salivary secretion"
K118,"Other diseases of salivary glands"
K120,"Recurrent oral aphthae"
K121,"Other forms of stomatitis"
K122,"Cellulitis and abscess of mouth"
K1231,"Oral mucositis (ulcerative) due to antineoplastic therapy"
K1232,"Oral mucositis (ulcerative) due to other drugs"
K1233,"Oral mucositis (ulcerative) due to radiation"
K1239,"Other oral mucositis (ulcerative)"
K130,"Diseases of lips"
K131,"Cheek and lip biting"
K1322,"Minimal keratinized residual ridge mucosa"
K1323,"Excessive keratinized residual ridge mucosa"
K1324,"Leukokeratosis nicotina palati"
K133,"Hairy leukoplakia"
K134,"Granuloma and granuloma-like lesions of oral mucosa"
K135,"Oral submucous fibrosis"
K136,"Irritative hyperplasia of oral mucosa"
K1370,"Unspecified lesions of oral mucosa"
K1379,"Other lesions of oral mucosa"
K140,"Glossitis"
K141,"Geographic tongue"
K142,"Median rhomboid glossitis"
K143,"Hypertrophy of tongue papillae"
K144,"Atrophy of tongue papillae"
K145,"Plicated tongue"
K146,"Glossodynia"
K148,"Other diseases of tongue"
K200,"Eosinophilic esophagitis"
K2080,"Other esophagitis without bleeding"
K2081,"Other esophagitis with bleeding"
K219,"Gastro-esophageal reflux disease without esophagitis"
K220,"Achalasia of cardia"
K2210,"Ulcer of esophagus without bleeding"
K2211,"Ulcer of esophagus with bleeding"
K222,"Esophageal obstruction"
K223,"Perforation of esophagus"
K224,"Dyskinesia of esophagus"
K226,"Gastro-esophageal laceration-hemorrhage syndrome"
K2270,"Barrett's esophagus without dysplasia"
K22710,"Barrett's esophagus with low grade dysplasia"
K22711,"Barrett's esophagus with high grade dysplasia"
K2281,"Esophageal polyp"
K2282,"Esophagogastric junction polyp"
K2289,"Other specified disease of esophagus"
K23,"Disorders of esophagus in diseases classified elsewhere"
K250,"Acute gastric ulcer with hemorrhage"
K251,"Acute gastric ulcer with perforation"
K252,"Acute gastric ulcer with both hemorrhage and perforation"
K253,"Acute gastric ulcer without hemorrhage or perforation"
K254,"Chronic or unspecified gastric ulcer with hemorrhage"
K255,"Chronic or unspecified gastric ulcer with perforation"
K256,"Chronic or unspecified gastric ulcer with both hemorrhage and perforation"
K257,"Chronic gastric ulcer without hemorrhage or perforation"
K260,"Acute duodenal ulcer with hemorrhage"
K261,"Acute duodenal ulcer with perforation"
K262,"Acute duodenal ulcer with both hemorrhage and perforation"
K263,"Acute duodenal ulcer without hemorrhage or perforation"
K264,"Chronic or unspecified duodenal ulcer with hemorrhage"
K265,"Chronic or unspecified duodenal ulcer with perforation"
K266,"Chronic or unspecified duodenal ulcer with both hemorrhage and perforation"
K267,"Chronic duodenal ulcer without hemorrhage or perforation"
K280,"Acute gastrojejunal ulcer with hemorrhage"
K281,"Acute gastrojejunal ulcer with perforation"
K282,"Acute gastrojejunal ulcer with both hemorrhage and perforation"
K283,"Acute gastrojejunal ulcer without hemorrhage or perforation"
K284,"Chronic or unspecified gastrojejunal ulcer with hemorrhage"
K285,"Chronic or unspecified gastrojejunal ulcer with perforation"
K286,"Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation"
K287,"Chronic gastrojejunal ulcer without hemorrhage or perforation"
K2900,"Acute gastritis without bleeding"
K2901,"Acute gastritis with bleeding"
K2920,"Alcoholic gastritis without bleeding"
K2921,"Alcoholic gastritis with bleeding"
K2930,"Chronic superficial gastritis without bleeding"
K2931,"Chronic superficial gastritis with bleeding"
K2940,"Chronic atrophic gastritis without bleeding"
K2941,"Chronic atrophic gastritis with bleeding"
K2950,"Unspecified chronic gastritis without bleeding"
K2951,"Unspecified chronic gastritis with bleeding"
K2960,"Other gastritis without bleeding"
K2961,"Other gastritis with bleeding"
K2980,"Duodenitis without bleeding"
K2981,"Duodenitis with bleeding"
K30,"Functional dyspepsia"
K310,"Acute dilatation of stomach"
K311,"Adult hypertrophic pyloric stenosis"
K312,"Hourglass stricture and stenosis of stomach"
K314,"Gastric diverticulum"
K315,"Obstruction of duodenum"
K316,"Fistula of stomach and duodenum"
K317,"Polyp of stomach and duodenum"
K31811,"Angiodysplasia of stomach and duodenum with bleeding"
K31819,"Angiodysplasia of stomach and duodenum without bleeding"
K3182,"Dieulafoy lesion (hemorrhagic) of stomach and duodenum"
K3183,"Achlorhydria"
K3184,"Gastroparesis"
K3189,"Other diseases of stomach and duodenum"
K31A21,"Gastric intestinal metaplasia with low grade dysplasia"
K31A22,"Gastric intestinal metaplasia with high grade dysplasia"
K3580,"Unspecified acute appendicitis"
K35890,"Other acute appendicitis without perforation or gangrene"
K36,"Other appendicitis"
K37,"Unspecified appendicitis"
K380,"Hyperplasia of appendix"
K381,"Appendicular concretions"
K382,"Diverticulum of appendix"
K383,"Fistula of appendix"
K388,"Other specified diseases of appendix"
K421,"Umbilical hernia with gangrene"
K429,"Umbilical hernia without obstruction or gangrene"
K431,"Incisional hernia with gangrene"
K432,"Incisional hernia without obstruction or gangrene"
K434,"Parastomal hernia with gangrene"
K435,"Parastomal hernia without obstruction or gangrene"
K437,"Other and unspecified ventral hernia with gangrene"
K439,"Ventral hernia without obstruction or gangrene"
K441,"Diaphragmatic hernia with gangrene"
K449,"Diaphragmatic hernia without obstruction or gangrene"
K451,"Other specified abdominal hernia with gangrene"
K458,"Other specified abdominal hernia without obstruction or gangrene"
K461,"Unspecified abdominal hernia with gangrene"
K469,"Unspecified abdominal hernia without obstruction or gangrene"
K5000,"Crohn's disease of small intestine without complications"
K50011,"Crohn's disease of small intestine with rectal bleeding"
K50012,"Crohn's disease of small intestine with intestinal obstruction"
K50013,"Crohn's disease of small intestine with fistula"
K50014,"Crohn's disease of small intestine with abscess"
K50018,"Crohn's disease of small intestine with other complication"
K50019,"Crohn's disease of small intestine with unspecified complications"
K5010,"Crohn's disease of large intestine without complications"
K50111,"Crohn's disease of large intestine with rectal bleeding"
K50112,"Crohn's disease of large intestine with intestinal obstruction"
K50113,"Crohn's disease of large intestine with fistula"
K50114,"Crohn's disease of large intestine with abscess"
K50118,"Crohn's disease of large intestine with other complication"
K50119,"Crohn's disease of large intestine with unspecified complications"
K5080,"Crohn's disease of both small and large intestine without complications"
K50811,"Crohn's disease of both small and large intestine with rectal bleeding"
K50812,"Crohn's disease of both small and large intestine with intestinal obstruction"
K50813,"Crohn's disease of both small and large intestine with fistula"
K50814,"Crohn's disease of both small and large intestine with abscess"
K50818,"Crohn's disease of both small and large intestine with other complication"
K50819,"Crohn's disease of both small and large intestine with unspecified complications"
K5100,"Ulcerative (chronic) pancolitis without complications"
K51011,"Ulcerative (chronic) pancolitis with rectal bleeding"
K51012,"Ulcerative (chronic) pancolitis with intestinal obstruction"
K51013,"Ulcerative (chronic) pancolitis with fistula"
K51014,"Ulcerative (chronic) pancolitis with abscess"
K51018,"Ulcerative (chronic) pancolitis with other complication"
K51019,"Ulcerative (chronic) pancolitis with unspecified complications"
K5120,"Ulcerative (chronic) proctitis without complications"
K51211,"Ulcerative (chronic) proctitis with rectal bleeding"
K51212,"Ulcerative (chronic) proctitis with intestinal obstruction"
K51213,"Ulcerative (chronic) proctitis with fistula"
K51214,"Ulcerative (chronic) proctitis with abscess"
K51218,"Ulcerative (chronic) proctitis with other complication"
K51219,"Ulcerative (chronic) proctitis with unspecified complications"
K5130,"Ulcerative (chronic) rectosigmoiditis without complications"
K51311,"Ulcerative (chronic) rectosigmoiditis with rectal bleeding"
K51312,"Ulcerative (chronic) rectosigmoiditis with intestinal obstruction"
K51313,"Ulcerative (chronic) rectosigmoiditis with fistula"
K51314,"Ulcerative (chronic) rectosigmoiditis with abscess"
K51318,"Ulcerative (chronic) rectosigmoiditis with other complication"
K51319,"Ulcerative (chronic) rectosigmoiditis with unspecified complications"
